name,location,link_hotel,score,desc,lat,long
La Petite Rade Hôtel,Le Havre,https://www.booking.com/hotel/fr/les-voiles-sur-le-front-de-mer.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=5536018_379425361_2_2_0&highlighted_blocks=5536018_379425361_2_2_0&matching_block_id=5536018_379425361_2_2_0&sr_pri_blocks=5536018_379425361_2_2_0__12864&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","Installé au Havre, à quelques pas de la côte, l'établissement La Petite Rade Hôtel offre une vue panoramique sur la mer et dispose d'un accès direct à la plage ainsi que d'une connexion Wi-Fi gratuite.

Tous les hébergements de l'établissement La Petite Rade Hôtel incluent une télévision par satellite à écran plat et une salle de bains privative. Vous bénéficierez gratuitement d'un plateau de courtoisie avec du thé, du café et des collations.

Vous pourrez déguster un petit-déjeuner buffet chaque matin dans la salle à manger ou dans l'intimité de votre chambre. Vous profiterez également de tarifs réduits dans plusieurs restaurants voisins et dans un bar situé dans le bâtiment de l'établissement.

En voiture, Le Front de Mer est à 20 minutes de Honfleur et d'Étretat ainsi qu'à 40 minutes de Trouville-sur-Mer et de Deauville.",48.64908143,-2.02793335
Suite & Appart' L'Escale bord de Mer,"Perret, Le Havre",https://www.booking.com/hotel/fr/meuble-tourisme-le-havre.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=293614218_378937012_2_0_0&highlighted_blocks=293614218_378937012_2_0_0&matching_block_id=293614218_378937012_2_0_0&sr_pri_blocks=293614218_378937012_2_0_0__6687&from=searchresults#hotelTmpl,"7,8","Le Suite & Appart' L'Escale bord de Mer est un hébergement en bord de mer situé au Havre, à 1,2 km de la plage du Havre et à 200 mètres du Volcan. Offrant une vue sur la ville, il se trouve à 400 mètres de l'appartement témoin Perret et de l'église Saint-Joseph. L'établissement assure un service de ménage ainsi que des services d'enregistrement et de départ privés.

Revêtus de parquet, les logements comprennent un coin repas, une télévision par satellite à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'articles de toilette gratuits. Une connexion Wi-Fi est disponible gratuitement. Certaines chambres sont dotées d'un balcon. Le linge de lit et les serviettes sont fournis.

Vous séjournerez à 1 km de l'église Saint-Michel et à 24 km du musée d'ethnographie et d'art populaire normand. L'aéroport de Deauville-Normandie, le plus proche, est implanté à 38 km.",48.64908143,-2.02793335
Aparthotel Adagio Access Le Havre Les Docks,Le Havre,https://www.booking.com/hotel/fr/adagio-access-le-havre-les-docks.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=58503202_94495718_2_2_0&highlighted_blocks=58503202_94495718_2_2_0&matching_block_id=58503202_94495718_2_2_0&sr_pri_blocks=58503202_94495718_2_2_0__6900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","L'Aparthotel Adagio Access Le Havre Les Docks vous accueille au Havre, à 100 mètres du centre commercial Docks Vauban et à 3 km du centre-ville. Il propose des chambres et des appartements, dotés d'une connexion Wi-Fi gratuite et desservis par un ascenseur.

Chaque hébergement inclut un bureau et une salle d'eau privative.

Les logements sont tous équipés d'une cuisine avec micro-ondes et réfrigérateur. Le petit-déjeuner vous sera servi tous les jours dans le salon commun, et les enfants de 4 à 11 ans en bénéficieront à un tarif réduit. Vous trouverez également plusieurs bars et restaurants à 200 mètres de l'établissement.

Pourvu d'un parking privé sur place, l'Aparthôtel Adagio Access Le Havre Les Docks est situé à 1,3 km de la gare du Havre.",48.64908143,-2.02793335
ibis Le Havre Centre,"Perret, Le Havre",https://www.booking.com/hotel/fr/hotelibislehavre.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=21358908_94349077_2_2_0&highlighted_blocks=21358908_94349077_2_2_0&matching_block_id=21358908_94349077_2_2_0&sr_pri_blocks=21358908_94349077_2_2_0__9637&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,0","L'ibis Le Havre Centre est situé dans le centre-ville du Havre, à proximité de la gare SNCF, du port ferry et du centre du commerce international. Une connexion Wi-Fi gratuite est disponible.

Les chambres disposent d'une salle de bains privative, d'une télévision par satellite et de matériel de repassage.

Un petit-déjeuner buffet, composé de plats sucrés et salés, comme des œufs, de la salade de fruits, des yaourts et des jus, est servi chaque matin. Des viennoiseries cuites sur place, des madeleines fraîches ainsi qu'une boisson chaude et un fruit à emporter sont aussi proposés. Vous pourrez par ailleurs déguster un petit-déjeuner plus léger à partir de 4h00.

Depuis l'ibis Le Havre Centre, vous rejoindrez facilement les autoroutes A29 et A131. Honfleur se trouve à 23 km, tandis que Deauville vous attend à 40 km. Enfin, vous pourrez profiter d'un espace de stationnement et d'une salle de réunion sur place.",48.65902139,-1.99601144
Notre-Dame,Le Havre,https://www.booking.com/hotel/fr/notre-dame-le-havre.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=1045626701_378900257_2_0_0&highlighted_blocks=1045626701_378900257_2_0_0&matching_block_id=1045626701_378900257_2_0_0&sr_pri_blocks=1045626701_378900257_2_0_0__8937&from=searchresults#hotelTmpl,"8,4","Offrant une vue sur la ville, l'appartement Notre-Dame est situé au Havre, à 500 mètres du Volcan et à 700 mètres de l'appartement témoin Perret. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. Cet établissement non-fumeurs se trouve à 1,6 km de la plage du Havre.

Récemment rénové, cet appartement comprend une chambre séparée, une salle de bains, une cuisine entièrement équipée avec un coin repas et un micro-ondes, ainsi qu'un salon avec une télévision à écran plat. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à 700 mètres de l'église Saint-Joseph et à 1,3 km de l'église Saint-Michel. L'aéroport le plus proche, celui du Havre-Octeville, est situé à 6 km.",48.65902139,-1.99601144
Best Western ARThotel,"Perret, Le Havre",https://www.booking.com/hotel/fr/art.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=5372311_88554860_2_2_0&highlighted_blocks=5372311_88554860_2_2_0&matching_block_id=5372311_88554860_2_2_0&sr_pri_blocks=5372311_88554860_2_2_0__10604&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,0","Le Best Western Art Hotel est situé au cœur du quartier du Perret au Havre, à seulement 10 minutes à pied de la plage. En voiture, vous pourrez rejoindre les principales destinations de Normandie comme Honfleur en 20 minutes, Étretat en 30 minutes et Deauville en 40 minutes.

Décorées dans un style contemporain par divers artistes, toutes les chambres disposent d'une connexion Wi-Fi gratuite, d'une télévision à écran plat, d’une station d'accueil pour iPod et d'une salle de bains privative.

Chaque matin, vous pourrez déguster un petit-déjeuner buffet en chambre ou dans la salle à manger. Vous apprécierez de vous détendre au bar de l'Art Hotel.

Seul le petit-déjeuner buffet est servi tous les jours dans la salle à manger.",48.65902139,-1.99601144
Les chambres du Chat Perché,Le Havre,https://www.booking.com/hotel/fr/les-chambres-du-chat-perche.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=217759202_142619006_2_1_0&highlighted_blocks=217759202_142619006_2_1_0&matching_block_id=217759202_142619006_2_1_0&sr_pri_blocks=217759202_142619006_2_1_0__8235&from=searchresults#hotelTmpl,"9,6","Offrant une vue sur le jardin et la ville, l'établissement Les chambres du Chat Perché est situé au Havre, à 1,5 km de la plage et à 500 mètres de l'église Saint-Michel. Pour votre confort, le Bed & Breakfast possède une entrée privée. Offrant une vue sur le jardin, cette chambre d'hôtes dispose d'une terrasse bien exposée et d'une connexion Wi-Fi gratuite.

Les chambres de ce Bed & Breakfast sont équipées d'une machine à café. Leur salle de bains privative est pourvue d'un sèche-cheveux. Certaines offrent une vue sur la mer. Le linge de lit et les serviettes sont fournis.

Vous séjournerez à proximité de l'appartement témoin Perret, de l'église Saint-Joseph et du Volcan. L'aéroport de Deauville-Normandie, le plus proche, est à 40 km.",48.63827265,-2.00941622
JOST Hôtel Le Havre Centre Gare,Le Havre,https://www.booking.com/hotel/fr/jost-le-havre.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=1069692001_379484291_2_2_0&highlighted_blocks=1069692001_379484291_2_2_0&matching_block_id=1069692001_379484291_2_2_0&sr_pri_blocks=1069692001_379484291_2_2_0__9566&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,1","Situé au Havre, à moins de 2,3 km de la plage, le JOST Hôtel Le Havre Centre Gare propose un service d'enregistrement et de départ rapides, des chambres non-fumeurs, une terrasse, une connexion Wi-Fi gratuite dans l'ensemble de ses locaux et un bar. Il se trouve à environ 2,3 km de l'église Saint-Joseph, à 23 km du musée d'ethnographie et d'art populaire normand et du vieux port de Honfleur. Vous pourrez prendre un verre au snack-bar.

Les chambres sont équipées de la climatisation et d'une télévision à écran plat.

Le restaurant du JOST Hôtel Le Havre Centre Gare sert une cuisine chinoise, française et indienne. Des plats végétariens et halal sont également disponibles sur demande.

Vous pourrez jouer au billard et aux fléchettes sur place.

Le personnel de la réception parle français, anglais et allemand.

Vous séjournerez à proximité du Volcan, de l'église Saint-Michel et de l'appartement témoin Perret. L'aéroport le plus proche, celui du Havre-Octeville, est situé à 7 km.",48.63827265,-2.00941622
Hôtel Carmin,"Perret, Le Havre",https://www.booking.com/hotel/fr/carmin.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=5857817_98846811_0_34_0&highlighted_blocks=5857817_98846811_0_34_0&matching_block_id=5857817_98846811_0_34_0&sr_pri_blocks=5857817_98846811_0_34_0__9800&from=searchresults#hotelTmpl,"8,3","L'Hôtel Carmin est situé dans le centre-ville du Havre, à 700 mètres de la plage HAVRE. Il propose des chambres avec salle de bains privative et connexion Wi-Fi gratuite.

Les chambres du Carmin sont équipées d'un téléphone et d'une télévision à écran plat. Leur salle de bains privative est pourvue d'une baignoire ou d'une douche.

Un petit-déjeuner est servi sur place moyennant des frais supplémentaires et sur réservation préalable.

Plusieurs sites d'intérêt du Havre se trouvent à proximité du Carmin Hotel, notamment la cathédrale Saint-Joseph et l'hôtel de ville. Vous trouverez également un certain nombre de restaurants à quelques pas.",48.63827265,-2.00941622
"Appartement cosy, Hôtel de ville",Le Havre,https://www.booking.com/hotel/fr/appartement-cosy-de-ville.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=635493001_288733907_2_0_0&highlighted_blocks=635493001_288733907_2_0_0&matching_block_id=635493001_288733907_2_0_0&sr_pri_blocks=635493001_288733907_2_0_0__10704&from=searchresults#hotelTmpl,"8,2","Offrant une vue sur la cour intérieure, l'Appartement cosy, Hôtel de ville est situé au Havre, à 400 mètres de l'église Saint-Michel et à moins de 1 km de l'appartement témoin Perret. Offrant une vue sur le jardin et la ville, cet appartement dispose également d'une connexion Wi-Fi gratuite. Cet établissement non-fumeurs se trouve à 1,4 km de la plage du Havre.

Cet appartement spacieux comprend 2 chambres, une télévision à écran plat avec des services de streaming, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine entièrement équipée comporte un lave-vaisselle et un four. Les serviettes et le linge de lit sont fournis. Elle comprend également un coin salon et une cheminée.

Si vous souhaitez découvrir la région, vous pourrez pratiquer la pêche, la randonnée à pied et à pied dans les environs. Un service de location de vélos est assuré sur place.

L'Appartement cosy, Hôtel de ville se trouve à 1,3 km du Volcan et de l'église Saint-Joseph. L'aéroport de Deauville-Normandie, le plus proche, est à 38 km.",48.63633317,-2.02055365
Smart Appart Le Havre,Le Havre,https://www.booking.com/hotel/fr/smart-appart-le-havre.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1441598&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=6b7d3f08c9b20141&srepoch=1703408273&all_sr_blocks=1034592801_384355288_2_0_0&highlighted_blocks=1034592801_384355288_2_0_0&matching_block_id=1034592801_384355288_2_0_0&sr_pri_blocks=1034592801_384355288_2_0_0__7527&from=searchresults#hotelTmpl,"8,6","Doté d'un jardin, le Smart Appart Le Havre est situé au Havre, à 2,6 km de la plage, à 2 km du Volcan et à 1,7 km de l'appartement témoin Perret. Il se trouve à environ 1,6 km de l'église Saint-Michel, à 2,6 km de l'église Saint-Joseph et à 24 km du musée d'ethnographie et d'art populaire normand. Cet appart'hôtel propose des chambres familiales.

Les logements climatisés comprennent une cuisine entièrement équipée avec un coin repas, un micro-ondes, une bouilloire et un grille-pain. Une connexion Wi-Fi est disponible gratuitement. Certaines chambres sont dotées d'une terrasse. Le linge de lit et les serviettes de toilette sont fournis.

Le vieux port de Honfleur et le musée La Forge se trouvent à 24 km. L'aéroport le plus proche, celui du Havre-Octeville, est situé à 7 km.",48.63633317,-2.02055365
Le Vieux Carré,"Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/le-vieux-carre.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=bb7a3f098c480170&srepoch=1703408275&all_sr_blocks=28430704_236664423_2_10_0&highlighted_blocks=28430704_236664423_2_10_0&matching_block_id=28430704_236664423_2_10_0&sr_pri_blocks=28430704_236664423_2_10_0__8080&from=searchresults#hotelTmpl,"8,0","L'hôtel Le Vieux Carré est situé dans le centre de Rouen, dans une zone piétonne, à seulement 850 mètres de la gare de Rouen-Rive-Droite. Il dispose de chambres avec salle de bains privative ainsi que d'une cour intérieure fleurie et arborée.

Le restaurant du Vieux Carré sert tous les jours un petit-déjeuner continental et le déjeuner. Dans l'après-midi, il se transforme en salon de thé servant des pâtisseries gastronomiques. Vous pourrez prendre vos repas en plein air, dans la cour.

Chaque chambre du Vieux Carré est équipée d'une télévision et d'un téléphone. Leur salles de bains privatives sont pourvues d'une baignoire. De plus, une connexion Wi-Fi est mise gratuitement à votre disposition dans l'ensemble de l'établissement.

La salon commun est agrémenté de poutres apparentes et d'un mobilier en bois. Vous apprécierez de vous détendre dans les fauteuils au coin du feu.

Le Vieux Carré se trouve à 400 mètres de la cathédrale Notre-Dame et à 450 mètres du musée des Beaux-Arts de Rouen. Vous trouverez un parking public à proximité.",48.63633317,-2.02055365
DOMITYS Les Mosaïques,Rouen,https://www.booking.com/hotel/fr/domitys-les-mosaiques.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=bb7a3f098c480170&srepoch=1703408275&all_sr_blocks=873446801_367148432_0_10_0&highlighted_blocks=873446801_367148432_0_10_0&matching_block_id=873446801_367148432_0_10_0&sr_pri_blocks=873446801_367148432_0_10_0__8172&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,7","Situé à Rouen, à seulement 1 km de la gare de Voltaire, le DOMITYS Les Mosaïques propose un hébergement avec accès à une piscine intérieure, un jardin et un ascenseur. Un parking privé est disponible sur place. Il propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux, une terrasse et un restaurant. L'établissement propose également un hébergement pour les personnes à mobilité réduite.

Tous les logements disposent d'un balcon, d'une kitchenette entièrement équipée avec un micro-ondes, d'un coin repas et d'une télévision à écran plat. Leur salle de bains privative comprend une douche à l'italienne et un sèche-cheveux. Un grille-pain, un réfrigérateur, des plaques de cuisson, une machine à café et une bouilloire sont également fournis. Les logements comprennent du linge de lit et des serviettes.

Vous trouverez un café, un bar et un salon.

Vous pourrez jouer au billard sur place.

L'Hotel de ville de Soteville Station, Rouen se trouve à 2 km du DOMITYS Les Mosaïques, tandis que la station de tramway 14-juillet est à 2,8 km. L'aéroport de Deauville-Normandie, le plus proche, est à 84 km.",48.64788206,-2.00856944
"Radisson Blu Hotel, Rouen Centre","Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=bb7a3f098c480170&srepoch=1703408275&all_sr_blocks=703562202_289919895_2_2_0&highlighted_blocks=703562202_289919895_2_2_0&matching_block_id=703562202_289919895_2_2_0&sr_pri_blocks=703562202_289919895_2_2_0__19860&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,9","Situé à Rouen, le Radisson Blu Hotel, Rouen Centre propose un restaurant servant des plats locaux de qualité, une salle de sport, un bar et un salon commun. Il propose des chambres familiales et une terrasse. Il propose une réception ouverte 24h/24, un service de navette, un service d'étage et une connexion Wi-Fi gratuite.

Toutes les chambres comprennent une armoire, une télévision et une salle de bains privative.

Le Radisson Blu Hotel, Rouen Centre sert un petit-déjeuner continental ou buffet.

Un centre d'affaires et des journaux sont mis à votre disposition sur place. Un parking privé est disponible moyennant des frais supplémentaires.

La cathédrale Notre-Dame de Rouen se trouve à 700 mètres. L'aéroport le plus proche, celui de Deauville-Normandie, est situé à 68 km.

Nous sommes également certifiés Green Key – nous agissons selon des critères environnementaux stricts, nous permettant de prendre soin de la planète. En choisissant un hôtel Green Key, vous êtes impliqué dans la promotion d'un tourisme responsable et plus durable !",48.64788206,-2.00856944
"Hôtel de Bourgtheroulde, Autograph Collection","Centre-ville de Rouen, Rouen",https://www.booking.com/hotel/fr/de-bourgtheroulde.fr.html?label=gen173nr-1FCAMY6QcoggJCFGxlLW1vbnQtc2FpbnQtbWljaGVsSA1YBGhNiAEBmAENuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKB17GrBsACAdICJDg4M2I0ZDg1LTdiZGEtNGI5MS05MjExLWJhYjE0NWIyMDA3ZdgCBeACAQ&sid=7b22e227a8ea6739232d25005f5cb178&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=bb7a3f098c480170&srepoch=1703408275&all_sr_blocks=24059516_93717192_0_42_0&highlighted_blocks=24059516_93717192_0_42_0&matching_block_id=24059516_93717192_0_42_0&sr_pri_blocks=24059516_93717192_0_42_0__23690&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,6","Ce boutique hôtel vous accueille dans le centre historique de Rouen, à côté du Gros-Horloge et à 2 km de la salle omnisports Kindarena. Vous bénéficierez d’un accès gratuit à la piscine intérieure, à la salle de sport et au spa où sont proposés un sauna, un hammam et une gamme de soins.

Toutes les chambres climatisées de l’Hotel de Bourgtheroulde comprennent une connexion Wi-Fi gratuite, une télévision à écran plat et une salle de bains privative. Certains hébergements donnent sur la galerie d’Aumale, la place de la Pucelle ou le temple Saint-Éloi.

Le restaurant L’Aumale sert une cuisine traditionnelle préparée à base de produits régionaux. L’établissement propose également un petit-déjeuner buffet. Vous aurez la possibilité de prendre un verre au bar ou sur la terrasse.

Lors de votre séjour, vous pourrez visiter la ville et ses sites d’intérêt, comme la cathédrale Notre-Dame et la place du Vieux-Marché. Vous séjournerez à 1 km de la gare de Rouen-Rive-Droite. Un parking privé est disponible sur place, sur réservation.",48.64788206,-2.00856944
